Tarih,Aşama,Kanal,Özet,Telegram’a Gönderildi mi?,Prompt Tokens,Completion Tokens,Toplam Tokens
2025-06-03 08:36,Final,conflict_tr,"🔴 Dmitry Medvedev:

▪️İntikam kaçınılmazdır. Patlaması gereken her şey patlayacaktır. Yok edilmesi g",Evet,146,41,187
2025-06-03 08:37,Final,conflict_tr,"🚨 Hollanda'da hükümet düştü.

▪️Aşırı sağcı politikacı Geert Wilders, sığınmacılar konusundaki anlaş",Evet,157,39,196
2025-06-03 08:39,Final,ww3media,"🚨Rus ordusu, Ukrayna’nın Sumy bölgesini vurdu. 

3 yaşında bir çocuğun hayatını kaybettiği bildirild",Evet,143,30,173
2025-06-03 08:39,Final,ww3media,"🚨Rusya Güvenlik Konseyi Başkan Yardımcısı Medvedev: 

Ukrayna’nın hava üslerimize yönelik saldırılar",Evet,150,33,183
2025-06-03 08:39,Final,ww3media,🔴Hollanda'da aşırı sağcı Wilders’in koalisyondan çekilmesinden sonra hükümet düştü.,Evet,138,28,166
2025-06-03 08:40,Translate & Filter,ateobreaking,"**Трамп поздравил Польшу с новым президентом, которым стал Кароль Навроцкий.**

""Поздравляю, Польша,",Hayır,147,2,149
2025-06-03 08:40,Final,ateobreaking,"**Трамп потерял терпение в отношении российско-украинского конфликта, заявил американский посол в Ту",Evet,165,44,209
2025-06-03 08:40,Translate & Filter,ateobreaking,"**В Башкирии с 5 июня снизят единовременную выплату контрактникам — с 1,6 млн до 1 млн руб., указ по",Hayır,196,2,198
2025-06-03 08:40,Final,ateobreaking,В США вылетел глава офиса украинского президента Андрей Ермак.,Evet,124,32,156
2025-06-03 09:01,Translate & Filter,ww3media,"🔴Milli Savunma Bakanlığı:

Cesaret, azim, kararlılık ve birlikte mücadele… 🇹🇷",Hayır,136,2,138
2025-06-03 09:01,Final,ww3media,"🚨ABD’li Üst Düzey Yetkili:

ABD, Suriye’den 500 askerini çekti; son haftalarda iki askeri üs tamamen",Evet,147,40,187
2025-06-03 09:02,Final,ww3media,"🔴 Suriye Devlet Başkanı Ahmed Şara:

İsrail’in bitmek bilmeyen saldırıları sona ermeli. 

Gerçek şu ",Evet,168,45,213
2025-06-03 09:02,Final,ateobreaking,"**ОЭСР понизила прогноз роста ВВП России на 2025 год с 1,3% до 1%, следует из нового обзора. **

Про",Evet,175,57,232
2025-06-03 09:02,Final,ateobreaking,"Количество пострадавших при подрыве моста в Брянской области **увеличилось до 110 человек**, сообщаю",Evet,166,44,210
2025-06-03 09:03,Final,ateobreaking,"**Трамп поздравил Польшу с новым президентом, которым стал Кароль Навроцкий.**

""Поздравляю, Польша,",Evet,147,40,187
2025-06-03 09:08,Translate & Filter,ww3media,"🔴Milli Savunma Bakanlığı:

Cesaret, azim, kararlılık ve birlikte mücadele… 🇹🇷",Hayır,136,2,138
2025-06-03 09:08,Final,ateobreaking,"**Дмитрий Медведев обращается ко ""всем, кто переживает и ждёт возмездия"" (за украинскую атаку по стр",Evet,211,57,268
2025-06-03 10:22,Final,conflict_tr,"🔴Baykar Genel Müdürü Haluk Bayraktar:

▪️Şu anda dünya çapında yaklaşık 13.000 insanlı savaş uçağı v",Evet,222,70,292
2025-06-03 10:22,Translate & Filter,conflict_tr,"🔴Bursa’nın Yenişehir Havalimanı’ndan havalanan eğitim uçağı, Bilecik’in Bozüyük ilçesinde teknik arı",Hayır,161,2,163
2025-06-03 10:22,Translate & Filter,conflict_tr,"🚨 MHP Genel Başkan Devlet Bahçeli: 

""Terörsüz Türkiye, Türk milletinin ebedi bayramı olacak, istikb",Hayır,166,2,168
2025-06-03 10:22,Translate & Filter,conflict_tr,🔴 Sultanbeyli’de dron destekli gerçekleştirilen uyuşturucu operasyonu sırasında uyuşturucu maddeleri,Hayır,164,2,166
2025-06-03 10:27,Final,ww3media,"🔴Amerikalı oyuncu Liam Cunningham, Gazze ablukasını delmek için sivil bir gemiyle yola çıkacağını aç",Evet,141,30,171
2025-06-03 10:28,Final,ww3media,"🔴Ukrayna Başbakanı Denys Shmyhal:

▪️Rus üslerine yönelik saldırılar tek seferlik değil, yeniden ola",Evet,179,59,238
2025-06-03 10:28,Translate & Filter,ww3media,"🔴MHP lideri Devlet Bahçeli:

 “Terörsüz Türkiye tarihi kazanım olacak”",Hayır,132,2,134
2025-06-03 10:28,Final,ateobreaking,"Трехсторонняя встреча Путина, Трампа и Зеленского в ближайшее время вряд ли возможна** **— Песков",Evet,141,41,182
2025-06-03 10:29,Final,ateobreaking,"**Украина планирует выпустить 2,5 миллиона дронов в 2025 году.** 

Это в два с половиной раза больше",Evet,160,41,201
2025-06-03 10:29,Translate & Filter,ateobreaking,"Движение по участку федеральной трассы в Курской области, где подорвали мост, открыто, сообщил Минтр",Hayır,139,2,141
2025-06-03 10:29,Translate & Filter,ateobreaking,"Новый глава агентства по ЧС США Ричардсон не знал, что в стране бывает сезон ураганов – в этом он пр",Hayır,150,2,152
2025-06-03 10:34,Translate & Filter,conflict_tr,"🔴 ASFAT:

8’inci A400M namı diğer Koca Yusuf’un retrofitini gerçekleştirerek Türk Hava Kuvvetlerimiz",Hayır,143,2,145
2025-06-03 10:34,Translate & Filter,conflict_tr,"🔴Bursa’nın Yenişehir Havalimanı’ndan havalanan eğitim uçağı, Bilecik’in Bozüyük ilçesinde teknik arı",Hayır,161,2,163
2025-06-03 10:34,Translate & Filter,conflict_tr,"🚨 MHP Genel Başkan Devlet Bahçeli: 

""Terörsüz Türkiye, Türk milletinin ebedi bayramı olacak, istikb",Hayır,166,2,168
2025-06-03 10:34,Translate & Filter,ww3media,"🔴MHP lideri Devlet Bahçeli:

 “Terörsüz Türkiye tarihi kazanım olacak”",Hayır,132,2,134
2025-06-03 10:34,Final,ateobreaking,**МИД Молдовы и посольство республики в Москве рекомендовали гражданам страны отказаться от необязат,Evet,180,41,221
2025-06-03 10:34,Translate & Filter,ateobreaking,"Движение по участку федеральной трассы в Курской области, где подорвали мост, открыто, сообщил Минтр",Hayır,139,2,141
2025-06-03 10:40,Translate & Filter,conflict_tr,"🔴 ASFAT:

8’inci A400M namı diğer Koca Yusuf’un retrofitini gerçekleştirerek Türk Hava Kuvvetlerimiz",Hayır,143,2,145
2025-06-03 10:40,Translate & Filter,conflict_tr,"🔴Bursa’nın Yenişehir Havalimanı’ndan havalanan eğitim uçağı, Bilecik’in Bozüyük ilçesinde teknik arı",Hayır,161,2,163
2025-06-03 10:40,Translate & Filter,conflict_tr,"🚨 MHP Genel Başkan Devlet Bahçeli: 

""Terörsüz Türkiye, Türk milletinin ebedi bayramı olacak, istikb",Hayır,166,2,168
2025-06-03 10:45,Final,ww3media,"🔴 İrlandalı oyuncu Liam Cunningham, Gazze ablukasını delmek için sivil bir gemiyle yola çıkacağını a",Evet,142,32,174
2025-06-03 10:46,Translate & Filter,ww3media,"🔴MHP lideri Devlet Bahçeli:

 “Terörsüz Türkiye tarihi kazanım olacak”",Hayır,132,2,134
2025-06-03 10:51,Final,conflict_tr,"🔴 Suriye Cumhurbaşkanı Ahmed el-Şaraa, Eylül ayında ABD’yi ziyaret ederek BM Genel Kurulu’nda konuşm",Evet,147,31,178
2025-06-03 10:51,Translate & Filter,conflict_tr,"🔴 ASFAT:

8’inci A400M namı diğer Koca Yusuf’un retrofitini gerçekleştirerek Türk Hava Kuvvetlerimiz",Hayır,143,2,145
2025-06-03 10:51,Translate & Filter,conflict_tr,"🔴Bursa’nın Yenişehir Havalimanı’ndan havalanan eğitim uçağı, Bilecik’in Bozüyük ilçesinde teknik arı",Hayır,161,2,163
2025-06-03 10:51,Translate & Filter,ww3media,"🔴MHP lideri Devlet Bahçeli:

 “Terörsüz Türkiye tarihi kazanım olacak”",Hayır,132,2,134
2025-06-03 10:56,Translate & Filter,conflict_tr,"🔴 ASFAT:

8’inci A400M namı diğer Koca Yusuf’un retrofitini gerçekleştirerek Türk Hava Kuvvetlerimiz",Hayır,143,2,145
2025-06-03 10:56,Translate & Filter,conflict_tr,"🔴Bursa’nın Yenişehir Havalimanı’ndan havalanan eğitim uçağı, Bilecik’in Bozüyük ilçesinde teknik arı",Hayır,161,2,163
2025-06-03 10:56,Final,ww3media,"🔴Pentagon’un, Grönland’ı ABD Avrupa Komutanlığı’nın sorumluluk alanından çıkarıp, ABD ve Kanada’dan ",Evet,158,42,200
2025-06-03 13:13,Final,conflict_tr,🔴 Ukrayna’nın başkenti Kiev’de saldırı sirenleri çalıyor.,Evet,128,21,149
2025-06-03 13:14,Final,conflict_tr,🔴 Kırım Köprüsü’ne yönelik Ukrayna saldırısının ardından dumanlar yükseliyor.,Evet,132,23,155
2025-06-03 13:14,Final,conflict_tr,🔴 Tüm Ukrayna genelinde orta menzilli balistik füze uyarısı verildi.,Evet,131,26,157
2025-06-03 13:14,Final,conflict_tr,"🔴 Pentapostagma:

▪️Türkler Ege'yi yeniden bölüyor.

▪️Türkiye'nin başlangıçta arama-kurtarma amacıy",Evet,241,74,315
2025-06-03 13:15,Final,ww3media,"🔴Haluk Bayraktar:

Yılda 250 Bayraktar TB2 ve 50 Akıncı SİHA üretiyoruz.

Baykar dünyanın en büyük İ",Evet,154,49,203
2025-06-03 13:15,Final,ww3media,"🔴İspanya Savunma Bakanlığı, İsrail’den 287,5 milyon avroya alınması planlanan 1.700 tanksavar füze a",Evet,148,43,191
2025-06-03 13:16,Translate & Filter,ww3media,🚨Muğla açıklarında 5.0 büyüklüğünde deprem oldu.,Hayır,128,2,130
2025-06-03 13:16,Translate & Filter,ww3media,"🔴Tayland’da bir fil, markete dalıp raflardaki pirinç ve krakerleri yedi.",Hayır,136,2,138
2025-06-03 13:16,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 13:16,Final,ateobreaking,"Отчет, приписывавший вмешательство России в выборы в США в 2016 году, удален с сайта специального ко",Evet,154,40,194
2025-06-03 13:16,Final,ateobreaking,❗️Движение автотранспорта по Крымскому мосту временно перекрыто,Evet,131,23,154
2025-06-03 13:16,Translate & Filter,ateobreaking,"Композитор Евгений Дога умер на 89-м году жизни, сообщил депутат парламента Молдовы",Hayır,132,2,134
2025-06-03 13:21,Translate & Filter,ww3media,🚨Muğla açıklarında 5.0 büyüklüğünde deprem oldu.,Hayır,128,2,130
2025-06-03 13:21,Translate & Filter,ww3media,"🔴Tayland’da bir fil, markete dalıp raflardaki pirinç ve krakerleri yedi.",Hayır,136,2,138
2025-06-03 13:21,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 13:21,Translate & Filter,ateobreaking,"Композитор Евгений Дога умер на 89-м году жизни, сообщил депутат парламента Молдовы",Hayır,132,2,134
2025-06-03 13:27,Final,ww3media,"🔴Kremlin Sözcüsü Dmitriy Peskov: 

İstanbul’daki Rusya-Ukrayna görüşmelerinden hemen bir sonuç çıkma",Evet,182,58,240
2025-06-03 13:27,Translate & Filter,ww3media,🚨Muğla açıklarında 5.0 büyüklüğünde deprem oldu.,Hayır,128,2,130
2025-06-03 13:27,Final,ateobreaking,🇺🇳 НАТО просит европейские страны-члены увеличить наземные силы ПВО в 5 раз — Bloomberg со ссылкой н,Evet,140,34,174
2025-06-03 13:27,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 13:38,Final,conflict_tr,"🔴 FSB:

Ukrayna gizli servisleri adına patlayıcı hazırlayan bir kişi Kırım’da yakalandı, vatana ihan",Evet,148,33,181
2025-06-03 13:38,Final,conflict_tr,"🔴 Iraklı bir kişi, tüm buğday mahsulünü Gazze halkına bağışladı:

“Hamdolsun, mahsul çok bereketli o",Evet,198,57,255
2025-06-03 13:39,Final,ww3media,"🔴NATO, Avrupa’daki üye ülkelere kara konuşlu hava savunma sistemlerini 5 kat artırmaları yönünde bas",Evet,147,30,177
2025-06-03 13:39,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 13:46,Final,conflict_tr,"🔴 Mali Ulusal Televizyonu, ülkeye sevk edilen Rus askeri araçlarının görüntülerini yayınladı.",Evet,135,28,163
2025-06-03 13:46,Final,ateobreaking,"Правительство Нидерландов уходит в отставку, сообщает премьер.",Evet,125,25,150
2025-06-03 13:47,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 13:52,Final,conflict_tr,🔴 Hollanda başbakanı Dick Schoof istifa etti.,Evet,123,20,143
2025-06-03 13:52,Final,ateobreaking,"Правительство Нидерландов уходит в отставку, сообщает премьер",Evet,124,22,146
2025-06-03 13:52,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 13:58,Final,ww3media,"🔴Hollanda Başbakanı Dick Schoof, aşırı sağcı partinin koalisyondan çekilmesinin ardından istifa etti",Evet,143,33,176
2025-06-03 13:58,Final,ateobreaking,"**Польша была и остается сильнейшим союзником Украины в борьбе против российской агрессии**, - новои",Evet,143,35,178
2025-06-03 13:58,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 14:03,Translate & Filter,ateobreaking,"Игровая компания, ответственная за «Мир Танков» в РФ, официально попала под запрет",Hayır,133,2,135
2025-06-03 14:08,Final,ww3media,"🔴Dışişleri Bakanı Hakan Fidan ve ABD Dışişleri Bakanı Rubio telefon görüşmesi gerçekleştirdi.

Görüş",Evet,154,43,197
2025-06-03 14:09,Final,ww3media,"🔴Lübnan Cumhurbaşkanı: 

İsrail'in topraklarımıza yönelik devam eden işgali ve saldırganlığı, ordumu",Evet,154,30,184
2025-06-03 14:09,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:14,Final,ww3media,"🔴Dünya Sağlık Örgütü Sözcüsü:

Gazze'de nüfusun temel bakım hizmetlerinden mahrum bırakılması için s",Evet,180,47,227
2025-06-03 14:15,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:20,Final,ww3media,"🔴ABD, bu ayın sonlarında yapılacak BM konferansında İngiltere ve Fransa'yı Filistin devletini tanıma",Evet,147,35,182
2025-06-03 14:20,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:25,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:30,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:35,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:40,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:45,Final,conflict_tr,"🔴 İran, İsrail ve ABD saldırısına karşı hazırlık yapıyor.

 - Financial Times",Evet,129,27,156
2025-06-03 14:46,Final,ww3media,"🔴Rusya Soruşturma Komitesi Başkanı Svetlana Petrenko:

""Kursk ve Bryansk bölgelerindeki köprülerin h",Evet,150,41,191
2025-06-03 14:47,Translate & Filter,ateobreaking,"В Нью-Йорке банда джихадистов под крики «фрипалестин» толпой жестоко избила 72-летнего еврея, которы",Hayır,162,2,164
2025-06-03 14:52,Translate & Filter,ww3media,"🔴ABD Hastalık Kontrol ve Korunma Merkezleri, artan kızamık vakaları nedeniyle uluslararası seyahat p",Hayır,156,2,158
2025-06-03 14:52,Final,ww3media,"🔴Binyamin Netanyahu:

""Çavuş Lior Steinberg, Çavuş Ofek Barhana ve Çavuş Van Gelder'in ölmesinden do",Evet,250,65,315
2025-06-03 14:53,Final,ateobreaking,Движение по Крымскому мосту снова возобновлено,Evet,123,20,143
2025-06-03 14:53,Final,ateobreaking,⚡Доллар опустился до 78 рублей — ЦБ РФ,Evet,125,23,148
2025-06-03 14:53,Translate & Filter,ateobreaking,"⚡**Работы участников ЕГЭ, которые разместили в интернете материалы экзаменов, аннулируются, и пересд",Hayır,158,2,160
2025-06-03 14:59,Final,ww3media,"🔴ABD Hastalık Kontrol ve Korunma Merkezleri, artan kızamık vakaları nedeniyle uluslararası seyahat p",Evet,156,30,186
2025-06-03 14:59,Translate & Filter,ateobreaking,"⚡**Работы участников ЕГЭ, которые разместили в интернете материалы экзаменов, аннулируются, и пересд",Hayır,158,2,160
2025-06-03 15:04,Translate & Filter,ateobreaking,"⚡**Работы участников ЕГЭ, которые разместили в интернете материалы экзаменов, аннулируются, и пересд",Hayır,158,2,160
2025-06-03 15:09,Final,ww3media,"🔴İran Dışişleri Bakanı Arakçi: 

Uranyum zenginleştirme bizim için gurur kaynağı, bilim insanlarımız",Evet,158,42,200
2025-06-03 15:09,Final,ww3media,"🔴İran Dışişleri Bakanı Abbas Arakçi:

Uranyum zenginleştirmemizi engellemek kırmızı çizgimizdir ve b",Evet,184,56,240
2025-06-03 15:10,Translate & Filter,ateobreaking,"⚡**Работы участников ЕГЭ, которые разместили в интернете материалы экзаменов, аннулируются, и пересд",Hayır,158,2,160
2025-06-03 15:15,Final,ww3media,"🚨İsrail Ordusu, Suriye'nin Batı Dera kırsalını iki tank mermisiyle hedef aldı.",Evet,137,26,163
2025-06-03 15:15,Translate & Filter,ateobreaking,"⚡**Работы участников ЕГЭ, которые разместили в интернете материалы экзаменов, аннулируются, и пересд",Hayır,158,2,160
2025-06-03 15:20,Final,conflict_tr,"🔴 Güney Kore Başkanlık Seçiminde sandıkların %45'ten fazlası açıldı. 

▪️Demokratlar | Lee Jae Myung",Evet,183,70,253
2025-06-03 15:21,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 15:26,Final,ww3media,🔴Kanada'da Filistin'le dayanışma amacıyla gösteriler düzenleniyor.,Evet,130,24,154
2025-06-03 15:26,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 15:32,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 15:32,Final,ateobreaking,"Лидер оппозиционной Демократической партии Ли Джо Мён, согласно экзитополам, выигрывает президентски",Evet,145,35,180
2025-06-03 15:37,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 15:42,Translate & Filter,ww3media,"🔴İspanya’dan at sırtında yola çıkan hacı adayları, 240 gün süren yolculukla Mekke’ye ulaştı.

▪️8 bi",Hayır,161,2,163
2025-06-03 15:42,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 15:48,Final,ww3media,"🚨Rus Medyası:

""Ukrayna’nın stratejik üslere düzenlediği saldırılara karşılık vermek için hazırlıkla",Evet,172,39,211
2025-06-03 15:48,Translate & Filter,ww3media,"🔴İspanya’dan at sırtında yola çıkan hacı adayları, 240 gün süren yolculukla Mekke’ye ulaştı.

▪️8 bi",Hayır,161,2,163
2025-06-03 15:48,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 15:53,Translate & Filter,ww3media,"🔴İspanya’dan at sırtında yola çıkan hacı adayları, 240 gün süren yolculukla Mekke’ye ulaştı.

▪️8 bi",Hayır,161,2,163
2025-06-03 15:53,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 15:58,Translate & Filter,ww3media,"🔴İspanya’dan at sırtında yola çıkan hacı adayları, 240 gün süren yolculukla Mekke’ye ulaştı.

▪️8 bi",Hayır,161,2,163
2025-06-03 15:58,Translate & Filter,ww3media,"🔴(KÜFÜRLÜ) 

Adana’da ters şeride giren kamyonet sürücüsü, kendisine yol vermeyen kadın otobüs şoför",Hayır,154,2,156
2025-06-03 16:03,Final,ww3media,"🔴ABD Başkanı Trump, Cuma günü Çin Devlet Başkanı Şi Cinping ile görüşecek.",Evet,131,26,157
2025-06-03 16:04,Translate & Filter,ww3media,"🔴İspanya’dan at sırtında yola çıkan hacı adayları, 240 gün süren yolculukla Mekke’ye ulaştı.

▪️8 bi",Hayır,161,2,163
2025-06-03 16:04,Translate & Filter,ateobreaking,Завтра в Мосгорсуде пройдёт апелляция Екатерины Дунцовой на решение Минюста о включении её в реестр ,Hayır,218,2,220
2025-06-03 16:09,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:09,Translate & Filter,ateobreaking,Завтра в Мосгорсуде пройдёт апелляция Екатерины Дунцовой на решение Минюста о включении её в реестр ,Hayır,218,2,220
2025-06-03 16:14,Final,ww3media,"🔴Hindistan Genelkurmay Başkanı General Anil Chauhan:

Sindoor Harekatı henüz bitmedi.

Bu, düşmanlık",Evet,151,39,190
2025-06-03 16:14,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:14,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:14,Translate & Filter,ateobreaking,Завтра в Мосгорсуде пройдёт апелляция Екатерины Дунцовой на решение Минюста о включении её в реестр ,Hayır,218,2,220
2025-06-03 16:19,Final,ateobreaking,"🇰🇬 Экс-президент Кыргызстана Алмазбек Атамбаев заочно приговорен к 11,5 года заключения",Evet,138,43,181
2025-06-03 16:20,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:20,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:25,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:25,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:30,Translate & Filter,ww3media,"🔴Şanlıurfa’da bir sürücü hız limitini aştığı yolda 6 yaşındaki bir çocuğa çarptı. 

Sürücü, çocuğu o",Hayır,168,2,170
2025-06-03 16:30,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:30,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:35,Final,conflict_tr,🔴 Türk Devletleri Banka Birlikleri Konseyinin (TDBBK) beşinci toplantısı Kırgızistan'ın başkenti Biş,Evet,150,41,191
2025-06-03 16:36,Final,ww3media,"🚨Pakistan savaş uçakları, sınıra yakın noktalarda yoğun uçuşlar gerçekleştiriyor.

-Yerel Kaynaklar",Evet,136,23,159
2025-06-03 16:36,Translate & Filter,ww3media,"🔴Şanlıurfa’da bir sürücü hız limitini aştığı yolda 6 yaşındaki bir çocuğa çarptı. 

Sürücü, çocuğu o",Hayır,168,2,170
2025-06-03 16:36,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:36,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:41,Translate & Filter,ww3media,"🔴Şanlıurfa’da bir sürücü hız limitini aştığı yolda 6 yaşındaki bir çocuğa çarptı. 

Sürücü, çocuğu o",Hayır,168,2,170
2025-06-03 16:41,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:41,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:46,Translate & Filter,ww3media,"🔴Şanlıurfa’da bir sürücü hız limitini aştığı yolda 6 yaşındaki bir çocuğa çarptı. 

Sürücü, çocuğu o",Hayır,168,2,170
2025-06-03 16:46,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:46,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:52,Final,ww3media,"🚨İsrail ordu sözcüsü: 

Gazze'ye doğru yola çıkan Özgürlük Filosu gemisine karşılık vermeye hazırız.",Evet,144,31,175
2025-06-03 16:52,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:52,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 16:57,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 16:57,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 17:02,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 17:02,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 17:08,Final,conflict_tr,🔴 Gazze'de Kassam Tugayları ve İsrail ordusu arasında yaşanan çatışmalarda 3 İsrail askeri yaralandı,Evet,160,46,206
2025-06-03 17:08,Translate & Filter,ww3media,"🔴Londra'da billboardlara Gazze’den 7 yaşındaki bir çocuğun mesajı yansıtıldı: “Başbakan, ölmek istem",Hayır,144,2,146
2025-06-03 17:08,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
